GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0051239	regulation of multicellular organismal process	2.77742665721186e-05	2.77742665721186e-05	+1	FBgn0000092,FBgn0000181,FBgn0000261,FBgn0000273,FBgn0000308,FBgn0000527,FBgn0001105,FBgn0001122,FBgn0002940,FBgn0003162,FBgn0003301,FBgn0003514,FBgn0003520,FBgn0003997,FBgn0004574,FBgn0004636,FBgn0004921,FBgn0010105,FBgn0010348,FBgn0011582,FBgn0011760,FBgn0011826,FBgn0013469,FBgn0013726,FBgn0014141,FBgn0014859,FBgn0015754,FBgn0019972,FBgn0024326,FBgn0025741,FBgn0026439,FBgn0032336,FBgn0032840,FBgn0033872,FBgn0034135,FBgn0036927,FBgn0039141,FBgn0039928,FBgn0040208,FBgn0040505,FBgn0040752,FBgn0043362,FBgn0085424,FBgn0259108,FBgn0261648,FBgn0261986,FBgn0263930,FBgn0265297,FBgn0267002
GO:0048749	compound eye development	2.94508232501068e-05	2.94508232501068e-05	+1	FBgn0000008,FBgn0000253,FBgn0000273,FBgn0002940,FBgn0003326,FBgn0003334,FBgn0003997,FBgn0004636,FBgn0005664,FBgn0010348,FBgn0010380,FBgn0011591,FBgn0013469,FBgn0013725,FBgn0015754,FBgn0019972,FBgn0023179,FBgn0023518,FBgn0034135,FBgn0037671,FBgn0040505,FBgn0043362,FBgn0086677,FBgn0259108,FBgn0261648,FBgn0261714,FBgn0261986,FBgn0263930,FBgn0265297,FBgn0267435
GO:0009581	detection of external stimulus	3.24658681232199e-05	3.24658681232199e-05	+1	FBgn0000120,FBgn0000253,FBgn0001263,FBgn0002938,FBgn0002940,FBgn0003218,FBgn0004623,FBgn0004784,FBgn0010350,FBgn0030670,FBgn0086784,FBgn0087005,FBgn0267252
GO:0009582	detection of abiotic stimulus	3.24658681232199e-05	3.24658681232199e-05	+1	FBgn0000120,FBgn0000253,FBgn0001263,FBgn0002938,FBgn0002940,FBgn0003218,FBgn0004623,FBgn0004784,FBgn0010350,FBgn0030670,FBgn0086784,FBgn0087005,FBgn0267252
GO:0008277	regulation of G protein-coupled receptor signaling pathway	3.27953000855664e-05	3.27953000855664e-05	+1	FBgn0000120,FBgn0000253,FBgn0001263,FBgn0002938,FBgn0003218,FBgn0004623,FBgn0004784,FBgn0024941
GO:0150063	visual system development	3.40581294297371e-05	3.40581294297371e-05	+1	FBgn0000008,FBgn0000253,FBgn0000273,FBgn0000611,FBgn0002940,FBgn0003326,FBgn0003334,FBgn0003997,FBgn0004636,FBgn0005664,FBgn0010348,FBgn0010380,FBgn0011591,FBgn0013469,FBgn0013725,FBgn0015754,FBgn0019972,FBgn0023179,FBgn0023518,FBgn0034135,FBgn0037671,FBgn0040505,FBgn0043362,FBgn0086677,FBgn0259108,FBgn0261648,FBgn0261714,FBgn0261986,FBgn0263930,FBgn0265297,FBgn0267435
GO:0001654	eye development	3.40581294297371e-05	3.40581294297371e-05	+1	FBgn0000008,FBgn0000253,FBgn0000273,FBgn0000611,FBgn0002940,FBgn0003326,FBgn0003334,FBgn0003997,FBgn0004636,FBgn0005664,FBgn0010348,FBgn0010380,FBgn0011591,FBgn0013469,FBgn0013725,FBgn0015754,FBgn0019972,FBgn0023179,FBgn0023518,FBgn0034135,FBgn0037671,FBgn0040505,FBgn0043362,FBgn0086677,FBgn0259108,FBgn0261648,FBgn0261714,FBgn0261986,FBgn0263930,FBgn0265297,FBgn0267435
GO:0048880	sensory system development	3.40581294297371e-05	3.40581294297371e-05	+1	FBgn0000008,FBgn0000253,FBgn0000273,FBgn0000611,FBgn0002940,FBgn0003326,FBgn0003334,FBgn0003997,FBgn0004636,FBgn0005664,FBgn0010348,FBgn0010380,FBgn0011591,FBgn0013469,FBgn0013725,FBgn0015754,FBgn0019972,FBgn0023179,FBgn0023518,FBgn0034135,FBgn0037671,FBgn0040505,FBgn0043362,FBgn0086677,FBgn0259108,FBgn0261648,FBgn0261714,FBgn0261986,FBgn0263930,FBgn0265297,FBgn0267435
GO:0050808	synapse organization	3.50843862734193e-05	3.50843862734193e-05	+1	FBgn0000108,FBgn0001122,FBgn0001125,FBgn0003301,FBgn0003520,FBgn0004509,FBgn0005586,FBgn0010105,FBgn0029687,FBgn0029974,FBgn0030718,FBgn0032233,FBgn0034135,FBgn0034691,FBgn0037107,FBgn0037671,FBgn0039141,FBgn0039928,FBgn0040208,FBgn0040281,FBgn0040752,FBgn0043362,FBgn0086677,FBgn0259108,FBgn0259231,FBgn0267002
GO:0098657	import into cell	4.52963740044951e-05	4.52963740044951e-05	+1	FBgn0015222,FBgn0015777,FBgn0028425,FBgn0032689,FBgn0032946,FBgn0034911,FBgn0036461,FBgn0037533,FBgn0039081,FBgn0043005
GO:0009642	response to light intensity	5.60735825360469e-05	5.60735825360469e-05	+1	FBgn0000253,FBgn0002938,FBgn0002940,FBgn0004784,FBgn0033132
GO:0009584	detection of visible light	6.89186357441352e-05	6.89186357441352e-05	+1	FBgn0000120,FBgn0000253,FBgn0001263,FBgn0002938,FBgn0002940,FBgn0003218,FBgn0004623,FBgn0004784,FBgn0010350
GO:0009966	regulation of signal transduction	6.89186357441352e-05	6.89186357441352e-05	+1	FBgn0000120,FBgn0000253,FBgn0000273,FBgn0000370,FBgn0001105,FBgn0001257,FBgn0001263,FBgn0001942,FBgn0002622,FBgn0002938,FBgn0003218,FBgn0003301,FBgn0003514,FBgn0004623,FBgn0004636,FBgn0004784,FBgn0004907,FBgn0011481,FBgn0011591,FBgn0013725,FBgn0015399,FBgn0015754,FBgn0016641,FBgn0016930,FBgn0019972,FBgn0020767,FBgn0022382,FBgn0024326,FBgn0024921,FBgn0024941,FBgn0026376,FBgn0026439,FBgn0029175,FBgn0032840,FBgn0034691,FBgn0035871,FBgn0036165,FBgn0037671,FBgn0038504,FBgn0039054,FBgn0039688,FBgn0040281,FBgn0040505,FBgn0040752,FBgn0086677,FBgn0261514,FBgn0263930
GO:0098739	import across plasma membrane	6.89186357441352e-05	6.89186357441352e-05	+1	FBgn0015222,FBgn0015777,FBgn0028425,FBgn0032689,FBgn0032946,FBgn0034911,FBgn0036461,FBgn0037533,FBgn0039081
GO:0071478	cellular response to radiation	7.55808648687852e-05	7.55808648687852e-05	+1	FBgn0000120,FBgn0000253,FBgn0001263,FBgn0002938,FBgn0002940,FBgn0003218,FBgn0003997,FBgn0004623,FBgn0004784,FBgn0010350,FBgn0033132
GO:0006887	exocytosis	8.23203184862442e-05	8.23203184862442e-05	+1	FBgn0000346,FBgn0004179,FBgn0004574,FBgn0004636,FBgn0005586,FBgn0013342,FBgn0028400,FBgn0029687,FBgn0033876,FBgn0086784,FBgn0259173,FBgn0259824,FBgn0261089,FBgn0266720
GO:0016192	vesicle-mediated transport	8.29729411169619e-05	8.29729411169619e-05	+1	FBgn0000120,FBgn0000346,FBgn0004179,FBgn0004574,FBgn0004636,FBgn0004784,FBgn0005586,FBgn0010105,FBgn0010348,FBgn0010380,FBgn0011828,FBgn0013278,FBgn0013342,FBgn0015754,FBgn0028400,FBgn0029687,FBgn0030435,FBgn0030791,FBgn0031424,FBgn0033132,FBgn0033876,FBgn0033926,FBgn0034691,FBgn0037671,FBgn0038659,FBgn0038890,FBgn0043005,FBgn0086784,FBgn0259173,FBgn0259824,FBgn0261089,FBgn0261514,FBgn0261722,FBgn0266599,FBgn0266720,FBgn0267002,FBgn0267330
GO:0031175	neuron projection development	8.32010866870369e-05	8.32010866870369e-05	+1	FBgn0000108,FBgn0000253,FBgn0000273,FBgn0000308,FBgn0001114,FBgn0001257,FBgn0003137,FBgn0003301,FBgn0003334,FBgn0003997,FBgn0004574,FBgn0010105,FBgn0010452,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027339,FBgn0027491,FBgn0030090,FBgn0034476,FBgn0035049,FBgn0037107,FBgn0039141,FBgn0040208,FBgn0040505,FBgn0040752,FBgn0043362,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0263930,FBgn0266599,FBgn0267002
GO:0042221	response to chemical	8.61230744508862e-05	8.61230744508862e-05	+1	FBgn0000253,FBgn0000261,FBgn0000273,FBgn0000308,FBgn0000370,FBgn0001114,FBgn0001218,FBgn0001257,FBgn0001942,FBgn0002868,FBgn0003137,FBgn0003301,FBgn0003326,FBgn0003997,FBgn0004507,FBgn0004636,FBgn0004784,FBgn0004907,FBgn0004921,FBgn0010105,FBgn0010452,FBgn0011582,FBgn0011828,FBgn0013278,FBgn0013949,FBgn0014141,FBgn0014859,FBgn0015222,FBgn0015245,FBgn0015754,FBgn0016930,FBgn0022382,FBgn0023518,FBgn0025741,FBgn0027491,FBgn0028400,FBgn0028425,FBgn0029175,FBgn0030090,FBgn0030718,FBgn0031453,FBgn0032840,FBgn0034476,FBgn0035499,FBgn0035871,FBgn0036461,FBgn0037107,FBgn0038511,FBgn0038880,FBgn0038984,FBgn0039562,FBgn0039634,FBgn0040505,FBgn0043005,FBgn0086677,FBgn0087005,FBgn0259108,FBgn0261089,FBgn0263116,FBgn0263930,FBgn0265262,FBgn0266599,FBgn0267002,FBgn0267252
GO:0104004	cellular response to environmental stimulus	9.48863766908675e-05	9.48863766908675e-05	+1	FBgn0000120,FBgn0000253,FBgn0001263,FBgn0002938,FBgn0002940,FBgn0003218,FBgn0003997,FBgn0004623,FBgn0004784,FBgn0010350,FBgn0033132,FBgn0039915
GO:0071214	cellular response to abiotic stimulus	9.48863766908675e-05	9.48863766908675e-05	+1	FBgn0000120,FBgn0000253,FBgn0001263,FBgn0002938,FBgn0002940,FBgn0003218,FBgn0003997,FBgn0004623,FBgn0004784,FBgn0010350,FBgn0033132,FBgn0039915
GO:0015672	monovalent inorganic cation transport	9.6773078692614e-05	9.6773078692614e-05	+1	FBgn0005671,FBgn0013674,FBgn0013684,FBgn0015777,FBgn0022097,FBgn0028662,FBgn0030718,FBgn0032021,FBgn0032689,FBgn0032946,FBgn0033872,FBgn0037671,FBgn0037690,FBgn0038641,FBgn0039081,FBgn0051105,FBgn0260795,FBgn0262512,FBgn0262515,FBgn0262736,FBgn0265262
GO:0048513	animal organ development	0.000101250825321767	0.000101250825321767	+1	FBgn0000008,FBgn0000061,FBgn0000108,FBgn0000253,FBgn0000261,FBgn0000273,FBgn0000299,FBgn0000308,FBgn0000611,FBgn0001105,FBgn0001122,FBgn0002940,FBgn0003326,FBgn0003334,FBgn0003514,FBgn0003997,FBgn0004101,FBgn0004636,FBgn0004784,FBgn0004921,FBgn0005664,FBgn0010348,FBgn0010380,FBgn0010452,FBgn0011591,FBgn0011760,FBgn0011826,FBgn0013469,FBgn0013725,FBgn0013726,FBgn0014141,FBgn0015754,FBgn0015777,FBgn0019972,FBgn0023179,FBgn0023518,FBgn0024921,FBgn0026084,FBgn0026409,FBgn0034135,FBgn0035049,FBgn0035871,FBgn0037468,FBgn0037671,FBgn0039054,FBgn0039081,FBgn0039141,FBgn0039380,FBgn0039411,FBgn0039528,FBgn0040505,FBgn0040532,FBgn0040752,FBgn0043362,FBgn0053196,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0261648,FBgn0261714,FBgn0261986,FBgn0263930,FBgn0265297,FBgn0267435
GO:0032940	secretion by cell	0.000127742667991629	0.000127742667991629	+1	FBgn0000346,FBgn0004179,FBgn0004574,FBgn0004636,FBgn0005586,FBgn0010348,FBgn0013342,FBgn0028400,FBgn0028425,FBgn0029687,FBgn0033876,FBgn0038984,FBgn0041707,FBgn0052506,FBgn0086784,FBgn0259173,FBgn0259824,FBgn0261089,FBgn0266599,FBgn0266720,FBgn0267002
GO:0046903	secretion	0.000158853454622581	0.000158853454622581	+1	FBgn0000346,FBgn0004179,FBgn0004574,FBgn0004636,FBgn0005586,FBgn0010348,FBgn0013342,FBgn0028400,FBgn0028425,FBgn0029687,FBgn0031294,FBgn0033876,FBgn0038984,FBgn0041707,FBgn0052506,FBgn0086784,FBgn0259173,FBgn0259824,FBgn0261089,FBgn0266599,FBgn0266720,FBgn0267002
GO:0120036	plasma membrane bounded cell projection organization	0.000158853454622581	0.000158853454622581	+1	FBgn0000108,FBgn0000253,FBgn0000273,FBgn0000308,FBgn0001114,FBgn0001122,FBgn0001257,FBgn0003137,FBgn0003301,FBgn0003334,FBgn0003514,FBgn0003997,FBgn0004574,FBgn0004636,FBgn0010105,FBgn0010452,FBgn0013726,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027339,FBgn0027491,FBgn0030090,FBgn0033224,FBgn0034476,FBgn0035049,FBgn0037107,FBgn0037671,FBgn0038916,FBgn0039141,FBgn0040208,FBgn0040505,FBgn0040752,FBgn0043362,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0263930,FBgn0266599,FBgn0267002,FBgn0267435
GO:0007423	sensory organ development	0.000175354989527736	0.000175354989527736	+1	FBgn0000008,FBgn0000061,FBgn0000253,FBgn0000273,FBgn0000611,FBgn0002940,FBgn0003326,FBgn0003334,FBgn0003997,FBgn0004636,FBgn0005664,FBgn0010348,FBgn0010380,FBgn0011591,FBgn0011760,FBgn0013469,FBgn0013725,FBgn0015754,FBgn0019972,FBgn0023179,FBgn0023518,FBgn0034135,FBgn0037671,FBgn0040505,FBgn0043362,FBgn0086677,FBgn0259108,FBgn0261648,FBgn0261714,FBgn0261986,FBgn0263930,FBgn0265297,FBgn0267435
GO:0061564	axon development	0.000213258776833609	0.000213258776833609	+1	FBgn0000253,FBgn0000273,FBgn0000308,FBgn0001114,FBgn0001257,FBgn0003137,FBgn0003301,FBgn0003334,FBgn0010105,FBgn0010452,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027491,FBgn0030090,FBgn0034476,FBgn0035049,FBgn0037107,FBgn0039141,FBgn0040505,FBgn0043362,FBgn0086677,FBgn0259108,FBgn0263930,FBgn0266599,FBgn0267002
GO:0048878	chemical homeostasis	0.000225876177402635	0.000225876177402635	+1	FBgn0000064,FBgn0000579,FBgn0001092,FBgn0002868,FBgn0003074,FBgn0005671,FBgn0011582,FBgn0015222,FBgn0015777,FBgn0023179,FBgn0028425,FBgn0032689,FBgn0032946,FBgn0035385,FBgn0036461,FBgn0038984,FBgn0052446,FBgn0259231,FBgn0261714,FBgn0261722,FBgn0262515,FBgn0262736,FBgn0265262
GO:0030030	cell projection organization	0.000259485387889257	0.000259485387889257	+1	FBgn0000108,FBgn0000253,FBgn0000273,FBgn0000308,FBgn0001114,FBgn0001122,FBgn0001257,FBgn0003137,FBgn0003301,FBgn0003334,FBgn0003514,FBgn0003997,FBgn0004574,FBgn0004636,FBgn0010105,FBgn0010452,FBgn0013726,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027339,FBgn0027491,FBgn0030090,FBgn0033224,FBgn0034476,FBgn0035049,FBgn0037107,FBgn0037671,FBgn0038916,FBgn0039141,FBgn0040208,FBgn0040505,FBgn0040752,FBgn0043362,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0263930,FBgn0266599,FBgn0267002,FBgn0267435
GO:0042592	homeostatic process	0.000319232055547982	0.000319232055547982	+1	FBgn0000064,FBgn0000120,FBgn0000253,FBgn0000261,FBgn0000299,FBgn0000346,FBgn0000579,FBgn0001092,FBgn0001218,FBgn0002868,FBgn0002938,FBgn0003074,FBgn0003514,FBgn0004179,FBgn0005671,FBgn0011582,FBgn0015222,FBgn0015754,FBgn0015777,FBgn0023179,FBgn0028425,FBgn0032689,FBgn0032946,FBgn0035385,FBgn0036461,FBgn0038984,FBgn0052446,FBgn0259231,FBgn0261714,FBgn0261722,FBgn0262515,FBgn0262736,FBgn0265262
GO:0023056	positive regulation of signaling	0.000341186010872593	0.000341186010872593	+1	FBgn0000273,FBgn0000370,FBgn0001257,FBgn0002622,FBgn0004636,FBgn0004907,FBgn0011481,FBgn0011591,FBgn0015754,FBgn0016930,FBgn0019972,FBgn0024326,FBgn0024921,FBgn0028425,FBgn0029175,FBgn0031424,FBgn0032840,FBgn0035385,FBgn0037671,FBgn0038504,FBgn0038984,FBgn0039054,FBgn0039141,FBgn0039688,FBgn0039928,FBgn0040281,FBgn0040505,FBgn0040752,FBgn0086677,FBgn0263930,FBgn0267002
GO:0010647	positive regulation of cell communication	0.000341186010872593	0.000341186010872593	+1	FBgn0000273,FBgn0000370,FBgn0001257,FBgn0002622,FBgn0004636,FBgn0004907,FBgn0011481,FBgn0011591,FBgn0015754,FBgn0016930,FBgn0019972,FBgn0024326,FBgn0024921,FBgn0028425,FBgn0029175,FBgn0031424,FBgn0032840,FBgn0035385,FBgn0037671,FBgn0038504,FBgn0038984,FBgn0039054,FBgn0039141,FBgn0039688,FBgn0039928,FBgn0040281,FBgn0040505,FBgn0040752,FBgn0086677,FBgn0263930,FBgn0267002
GO:2000026	regulation of multicellular organismal development	0.000366048745596378	0.000366048745596378	+1	FBgn0000181,FBgn0000273,FBgn0000308,FBgn0000527,FBgn0001105,FBgn0001122,FBgn0002940,FBgn0003162,FBgn0003514,FBgn0003520,FBgn0003997,FBgn0004574,FBgn0004636,FBgn0004921,FBgn0010105,FBgn0010348,FBgn0011760,FBgn0011826,FBgn0013469,FBgn0013726,FBgn0014141,FBgn0014859,FBgn0015754,FBgn0019972,FBgn0024326,FBgn0025741,FBgn0034135,FBgn0039141,FBgn0039928,FBgn0040208,FBgn0040505,FBgn0040752,FBgn0085424,FBgn0259108,FBgn0261648,FBgn0263930,FBgn0265297,FBgn0267002
GO:0023058	adaptation of signaling pathway	0.000384639529694885	0.000384639529694885	+1	FBgn0000120,FBgn0000253,FBgn0002938,FBgn0004784
GO:0051049	regulation of transport	0.000578489766599469	0.000578489766599469	+1	FBgn0000253,FBgn0000273,FBgn0004636,FBgn0004784,FBgn0005586,FBgn0010105,FBgn0010348,FBgn0024921,FBgn0028400,FBgn0028425,FBgn0031294,FBgn0032021,FBgn0033872,FBgn0033876,FBgn0038890,FBgn0038984,FBgn0039081,FBgn0040752,FBgn0041707,FBgn0259173,FBgn0259824,FBgn0261089,FBgn0264753,FBgn0267002
GO:0030003	cellular cation homeostasis	0.000578489766599469	0.000578489766599469	+1	FBgn0005671,FBgn0011582,FBgn0015222,FBgn0015777,FBgn0032946,FBgn0035385,FBgn0036461,FBgn0052446,FBgn0259231,FBgn0261714,FBgn0261722,FBgn0262515,FBgn0262736,FBgn0265262
GO:0098771	inorganic ion homeostasis	0.000578489766599469	0.000578489766599469	+1	FBgn0002868,FBgn0005671,FBgn0011582,FBgn0015222,FBgn0015777,FBgn0032689,FBgn0032946,FBgn0035385,FBgn0036461,FBgn0052446,FBgn0259231,FBgn0261714,FBgn0261722,FBgn0262515,FBgn0262736,FBgn0265262
GO:0016043	cellular component organization	0.000581851202612291	0.000581851202612291	+1	FBgn0000042,FBgn0000043,FBgn0000100,FBgn0000108,FBgn0000150,FBgn0000181,FBgn0000253,FBgn0000273,FBgn0000299,FBgn0000308,FBgn0000346,FBgn0000579,FBgn0001105,FBgn0001114,FBgn0001122,FBgn0001125,FBgn0001197,FBgn0001257,FBgn0002938,FBgn0002940,FBgn0003137,FBgn0003218,FBgn0003301,FBgn0003326,FBgn0003334,FBgn0003514,FBgn0003520,FBgn0003997,FBgn0004381,FBgn0004509,FBgn0004574,FBgn0004636,FBgn0004784,FBgn0004828,FBgn0004907,FBgn0004921,FBgn0005586,FBgn0010105,FBgn0010348,FBgn0010452,FBgn0011760,FBgn0011826,FBgn0011828,FBgn0013278,FBgn0013342,FBgn0013726,FBgn0013765,FBgn0013981,FBgn0014141,FBgn0015245,FBgn0015754,FBgn0015777,FBgn0020255,FBgn0022382,FBgn0023518,FBgn0025741,FBgn0026084,FBgn0026430,FBgn0027339,FBgn0027491,FBgn0028397,FBgn0028400,FBgn0028473,FBgn0029687,FBgn0029974,FBgn0030090,FBgn0030670,FBgn0030718,FBgn0030955,FBgn0031673,FBgn0031820,FBgn0032233,FBgn0032689,FBgn0032840,FBgn0033224,FBgn0034135,FBgn0034476,FBgn0034691,FBgn0034968,FBgn0035049,FBgn0036258,FBgn0036398,FBgn0036534,FBgn0037107,FBgn0037301,FBgn0037671,FBgn0037758,FBgn0037949,FBgn0038453,FBgn0038659,FBgn0038839,FBgn0038916,FBgn0039141,FBgn0039928,FBgn0040208,FBgn0040281,FBgn0040505,FBgn0040752,FBgn0043362,FBgn0053556,FBgn0064225,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0259231,FBgn0261564,FBgn0261714,FBgn0262515,FBgn0263352,FBgn0263930,FBgn0265297,FBgn0265623,FBgn0266124,FBgn0266449,FBgn0266599,FBgn0266720,FBgn0267002,FBgn0267435
GO:0055080	cation homeostasis	0.000611420161300092	0.000611420161300092	+1	FBgn0002868,FBgn0005671,FBgn0011582,FBgn0015222,FBgn0015777,FBgn0032689,FBgn0032946,FBgn0035385,FBgn0036461,FBgn0052446,FBgn0259231,FBgn0261714,FBgn0261722,FBgn0262515,FBgn0262736,FBgn0265262
GO:0048667	cell morphogenesis involved in neuron differentiation	0.000655464233966664	0.000655464233966664	+1	FBgn0000253,FBgn0000308,FBgn0001114,FBgn0001257,FBgn0002940,FBgn0003137,FBgn0003301,FBgn0003334,FBgn0003997,FBgn0010105,FBgn0010452,FBgn0013765,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027339,FBgn0027491,FBgn0030090,FBgn0034476,FBgn0037107,FBgn0039141,FBgn0040505,FBgn0040752,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0263930,FBgn0266599,FBgn0267002
GO:0006873	cellular ion homeostasis	0.000674868317435169	0.000674868317435169	+1	FBgn0005671,FBgn0011582,FBgn0015222,FBgn0015777,FBgn0032946,FBgn0035385,FBgn0036461,FBgn0052446,FBgn0259231,FBgn0261714,FBgn0261722,FBgn0262515,FBgn0262736,FBgn0265262
GO:0007600	sensory perception	0.000684889326718868	0.000684889326718868	+1	FBgn0000120,FBgn0000253,FBgn0001122,FBgn0001263,FBgn0002938,FBgn0002940,FBgn0003218,FBgn0004381,FBgn0004623,FBgn0004636,FBgn0004784,FBgn0005664,FBgn0010350,FBgn0013725,FBgn0015777,FBgn0016930,FBgn0029974,FBgn0032233,FBgn0032946,FBgn0033268,FBgn0086367,FBgn0087005,FBgn0261648,FBgn0261714,FBgn0267252,FBgn0267435
GO:0048522	positive regulation of cellular process	0.000684889326718868	0.000684889326718868	+1	FBgn0000253,FBgn0000273,FBgn0000308,FBgn0000370,FBgn0000611,FBgn0001257,FBgn0001942,FBgn0002622,FBgn0003514,FBgn0003520,FBgn0003997,FBgn0004101,FBgn0004507,FBgn0004574,FBgn0004636,FBgn0004784,FBgn0004907,FBgn0010105,FBgn0010348,FBgn0010350,FBgn0010380,FBgn0011481,FBgn0011591,FBgn0011760,FBgn0013469,FBgn0013725,FBgn0013726,FBgn0014141,FBgn0014859,FBgn0015754,FBgn0016930,FBgn0019972,FBgn0023518,FBgn0024326,FBgn0024921,FBgn0025741,FBgn0026206,FBgn0027491,FBgn0028397,FBgn0028400,FBgn0028425,FBgn0029175,FBgn0031424,FBgn0031820,FBgn0032021,FBgn0032840,FBgn0033872,FBgn0034476,FBgn0034691,FBgn0035016,FBgn0035385,FBgn0037301,FBgn0037671,FBgn0037949,FBgn0038504,FBgn0038984,FBgn0039054,FBgn0039078,FBgn0039141,FBgn0039411,FBgn0039688,FBgn0039928,FBgn0040281,FBgn0040505,FBgn0040752,FBgn0041707,FBgn0085424,FBgn0086677,FBgn0259173,FBgn0259824,FBgn0261722,FBgn0262732,FBgn0263930,FBgn0265297,FBgn0265623,FBgn0266599,FBgn0267002
GO:0000904	cell morphogenesis involved in differentiation	0.000706005524320225	0.000706005524320225	+1	FBgn0000253,FBgn0000308,FBgn0001114,FBgn0001257,FBgn0002940,FBgn0003137,FBgn0003301,FBgn0003334,FBgn0003514,FBgn0003997,FBgn0004636,FBgn0010105,FBgn0010452,FBgn0013765,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027339,FBgn0027491,FBgn0030090,FBgn0034476,FBgn0037107,FBgn0039141,FBgn0040505,FBgn0040752,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0263930,FBgn0266599,FBgn0267002
GO:0036367	light adaption	0.000777763807748855	0.000777763807748855	+1	FBgn0000253,FBgn0002938,FBgn0004784
GO:0016062	adaptation of rhodopsin mediated signaling	0.000777763807748855	0.000777763807748855	+1	FBgn0000253,FBgn0002938,FBgn0004784
GO:0050793	regulation of developmental process	0.000800290203213378	0.000800290203213378	+1	FBgn0000181,FBgn0000261,FBgn0000273,FBgn0000308,FBgn0000527,FBgn0000611,FBgn0001105,FBgn0001122,FBgn0001257,FBgn0002940,FBgn0003162,FBgn0003514,FBgn0003520,FBgn0003997,FBgn0004574,FBgn0004636,FBgn0004921,FBgn0010105,FBgn0010348,FBgn0011760,FBgn0011826,FBgn0013469,FBgn0013726,FBgn0014141,FBgn0014859,FBgn0015754,FBgn0019972,FBgn0024326,FBgn0025741,FBgn0032840,FBgn0034135,FBgn0039141,FBgn0039928,FBgn0040208,FBgn0040505,FBgn0040752,FBgn0043362,FBgn0085424,FBgn0259108,FBgn0261648,FBgn0261986,FBgn0263930,FBgn0265297,FBgn0267002
GO:0040011	locomotion	0.00092252757164413	0.00092252757164413	+1	FBgn0000150,FBgn0000253,FBgn0000308,FBgn0001105,FBgn0001114,FBgn0001257,FBgn0002940,FBgn0003137,FBgn0003162,FBgn0003514,FBgn0004636,FBgn0004784,FBgn0004921,FBgn0010105,FBgn0010350,FBgn0010452,FBgn0011582,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027491,FBgn0030090,FBgn0033224,FBgn0034135,FBgn0034476,FBgn0037107,FBgn0037671,FBgn0038839,FBgn0039141,FBgn0039411,FBgn0040208,FBgn0040505,FBgn0086677,FBgn0261648,FBgn0263930,FBgn0266000,FBgn0266599,FBgn0267002
GO:0009887	animal organ morphogenesis	0.00100989973618304	0.00100989973618304	+1	FBgn0000061,FBgn0000253,FBgn0000261,FBgn0000273,FBgn0000299,FBgn0000308,FBgn0000611,FBgn0001105,FBgn0001122,FBgn0002940,FBgn0003326,FBgn0003514,FBgn0003997,FBgn0004101,FBgn0004636,FBgn0004921,FBgn0010348,FBgn0010452,FBgn0011591,FBgn0011760,FBgn0013469,FBgn0013725,FBgn0015754,FBgn0015777,FBgn0019972,FBgn0023179,FBgn0023518,FBgn0034135,FBgn0035049,FBgn0035871,FBgn0037671,FBgn0039411,FBgn0039528,FBgn0040505,FBgn0040752,FBgn0053196,FBgn0086677,FBgn0261648,FBgn0261714,FBgn0263930,FBgn0265297,FBgn0267435
GO:0050801	ion homeostasis	0.00104912541941037	0.00104912541941037	+1	FBgn0002868,FBgn0005671,FBgn0011582,FBgn0015222,FBgn0015777,FBgn0032689,FBgn0032946,FBgn0035385,FBgn0036461,FBgn0052446,FBgn0259231,FBgn0261714,FBgn0261722,FBgn0262515,FBgn0262736,FBgn0265262
GO:0050890	cognition	0.0011115953820933	0.0011115953820933	+1	FBgn0000108,FBgn0000273,FBgn0003301,FBgn0003520,FBgn0004101,FBgn0004907,FBgn0011582,FBgn0014141,FBgn0028397,FBgn0035016,FBgn0037671,FBgn0040505,FBgn0043005,FBgn0259108,FBgn0264753
GO:0007611	learning or memory	0.0011115953820933	0.0011115953820933	+1	FBgn0000108,FBgn0000273,FBgn0003301,FBgn0003520,FBgn0004101,FBgn0004907,FBgn0011582,FBgn0014141,FBgn0028397,FBgn0035016,FBgn0037671,FBgn0040505,FBgn0043005,FBgn0259108,FBgn0264753
GO:1900073	regulation of neuromuscular synaptic transmission	0.00141072071503154	0.00141072071503154	+1	FBgn0000346,FBgn0004179,FBgn0031424,FBgn0039141,FBgn0040505,FBgn0086677
