query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	evidence_codes	intersection	enrichment
query_1	TRUE	0.000887204151297136	411	400	29	0.0725	0.0705596107055961	GO:0048858	GO:BP	cell projection morphogenesis	12797	15193	IMP,IMP,IMP,IMP,IEA,IEA,IMP,IMP,IMP,IMP IGI TAS IEA,IMP,IMP,IMP,IMP,IMP IGI IBA,IMP,IMP IGI,IMP,IMP,IEA,IMP IGI,IMP,IBA,IMP,IMP,IMP IBA,IMP,IMP,IMP	FBgn0000108,FBgn0000253,FBgn0000308,FBgn0001114,FBgn0001257,FBgn0003137,FBgn0003301,FBgn0003334,FBgn0003997,FBgn0010105,FBgn0010452,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027339,FBgn0027491,FBgn0030090,FBgn0034476,FBgn0037107,FBgn0039141,FBgn0040505,FBgn0040752,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0263930,FBgn0266599,FBgn0267002	2.25737834549878
query_1	TRUE	0.000105393893541384	526	400	37	0.0925	0.0703422053231939	GO:0016192	GO:BP	vesicle-mediated transport	12797	5762	IMP IBA,IDA IMP IEP IBA NAS IEA,IDA IMP ISS,ISS IBA TAS NAS IEA,IBA,IGI,IPI ISS IBA NAS IEA,IDA IMP TAS,IMP IGI IBA TAS IEA,IBA IC IEA,IMP,IBA,IDA ISS IBA NAS IEA,IDA,IDA ISS IBA NAS IEA,NAS,IEA,ISS IBA IEA,IBA,IMP,IDA IMP ISS IEA,IDA,IMP IBA IEA,IMP,IMP TAS IEA,IBA,IBA,IDA IMP,IMP,IMP,IBA NAS,ISS,IMP IBA IEA,IMP IBA,ISS IBA NAS,IMP IBA,IBA IEA	FBgn0000120,FBgn0000346,FBgn0004179,FBgn0004574,FBgn0004636,FBgn0004784,FBgn0005586,FBgn0010105,FBgn0010348,FBgn0010380,FBgn0011828,FBgn0013278,FBgn0013342,FBgn0015754,FBgn0028400,FBgn0029687,FBgn0030435,FBgn0030791,FBgn0031424,FBgn0033132,FBgn0033876,FBgn0033926,FBgn0034691,FBgn0037671,FBgn0038659,FBgn0038890,FBgn0043005,FBgn0086784,FBgn0259173,FBgn0259824,FBgn0261089,FBgn0261514,FBgn0261722,FBgn0266599,FBgn0266720,FBgn0267002,FBgn0267330	2.25042300380228
query_1	TRUE	0.000107458876998203	527	400	37	0.0925	0.0702087286527514	GO:0010033	GO:BP	response to organic substance	12797	4320	IMP,IMP,IGI,IBA,IDA IGI,IDA IMP,IMP,IMP,IEP,IMP,IBA,IDA,IDA IMP ISS IEA,IBA NAS,IMP,IBA,IBA,IDA,IGI,IMP TAS NAS,IDA,IGI,IGI,IDA,IMP,IMP,IEA,IMP,IDA ISS IEA,IMP ISS IBA,IBA,IBA,IMP,IDA ISS TAS,IMP IGI IEA,IMP IBA,IMP	FBgn0000253,FBgn0000273,FBgn0000370,FBgn0001218,FBgn0001257,FBgn0001942,FBgn0003301,FBgn0003326,FBgn0003997,FBgn0004507,FBgn0004636,FBgn0004784,FBgn0011582,FBgn0013278,FBgn0014141,FBgn0014859,FBgn0015245,FBgn0015754,FBgn0019972,FBgn0022382,FBgn0023518,FBgn0024326,FBgn0024734,FBgn0028425,FBgn0029175,FBgn0031453,FBgn0034476,FBgn0035499,FBgn0035871,FBgn0038984,FBgn0039562,FBgn0039634,FBgn0087005,FBgn0263116,FBgn0263930,FBgn0266599,FBgn0267252	2.24615275142315
query_1	TRUE	0.0011019269930435	417	400	29	0.0725	0.0695443645083933	GO:0032990	GO:BP	cell part morphogenesis	12797	9204	IMP,IMP,IMP,IMP,IEA,IEA,IMP,IMP,IMP,IMP IGI TAS IEA,IMP,IMP,IMP,IMP,IMP IGI IBA,IMP,IMP IGI,IMP,IMP,IEA,IMP IGI,IMP,IBA,IMP,IMP,IMP IBA,IMP,IMP,IMP	FBgn0000108,FBgn0000253,FBgn0000308,FBgn0001114,FBgn0001257,FBgn0003137,FBgn0003301,FBgn0003334,FBgn0003997,FBgn0010105,FBgn0010452,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027339,FBgn0027491,FBgn0030090,FBgn0034476,FBgn0037107,FBgn0039141,FBgn0040505,FBgn0040752,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0263930,FBgn0266599,FBgn0267002	2.22489808153477
query_1	TRUE	0.000670351563817977	446	400	31	0.0775	0.0695067264573991	GO:0000904	GO:BP	cell morphogenesis involved in differentiation	12797	308	IMP,IMP,IMP,IEA,IMP,IEA,IMP,IMP,IMP,IMP,IMP IGI TAS IEA,IMP,IMP,IMP,IMP,IMP,IMP IGI IBA,IMP,IMP IGI,IMP,IMP,IEA,IMP IGI,IMP,IBA,IMP,IMP,IMP IBA,IMP,IMP,IMP	FBgn0000253,FBgn0000308,FBgn0001114,FBgn0001257,FBgn0002940,FBgn0003137,FBgn0003301,FBgn0003334,FBgn0003514,FBgn0003997,FBgn0010105,FBgn0010452,FBgn0013765,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027339,FBgn0027491,FBgn0030090,FBgn0034476,FBgn0037107,FBgn0039141,FBgn0040505,FBgn0040752,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0263930,FBgn0266599,FBgn0267002	2.22369394618834
query_1	TRUE	0.00734724275096873	319	400	22	0.055	0.0689655172413793	GO:0009968	GO:BP	negative regulation of signal transduction	12797	4281	IMP IGI IBA NAS,IGI,IDA IMP IGI,IGI,IGI,IDA IMP,IMP,IGI,IDA,IMP IGI,IDA,IDA IMP IGI,IMP HGI IEA,IGI,IDA,IEA,IMP,ISS,IEA,IMP,IGI,IGI	FBgn0000120,FBgn0000253,FBgn0000273,FBgn0001105,FBgn0001257,FBgn0001942,FBgn0003514,FBgn0004623,FBgn0004636,FBgn0011591,FBgn0013725,FBgn0015399,FBgn0016641,FBgn0019972,FBgn0020767,FBgn0024941,FBgn0034691,FBgn0035871,FBgn0036165,FBgn0039054,FBgn0040752,FBgn0263930	2.20637931034483
query_1	TRUE	0.000459435603966593	479	400	33	0.0825	0.0688935281837161	GO:0070887	GO:BP	cellular response to chemical stimulus	12797	19167	IMP,IEA,IMP,IGI,IBA,IDA IGI,IDA IMP,IMP,IBA,IDA ISS IEA,IEA,IBA,IBA,IBA,IDA,IGI,IMP,IGI,IGI,IBA,IDA,IMP,IEA,IMP,IDA ISS,IEA,IMP ISS IBA,IBA,IDA ISS TAS,IMP IGI IEA,IMP,IMP IBA,IMP	FBgn0000253,FBgn0000261,FBgn0000273,FBgn0000370,FBgn0001218,FBgn0001257,FBgn0001942,FBgn0004507,FBgn0004636,FBgn0011582,FBgn0011828,FBgn0013278,FBgn0014859,FBgn0015245,FBgn0015754,FBgn0019972,FBgn0022382,FBgn0024326,FBgn0024734,FBgn0028400,FBgn0028425,FBgn0029175,FBgn0034476,FBgn0035499,FBgn0035871,FBgn0038511,FBgn0038984,FBgn0261089,FBgn0263116,FBgn0263930,FBgn0265262,FBgn0266599,FBgn0267252	2.20407620041754
query_1	TRUE	0.00397026256811083	365	400	25	0.0625	0.0684931506849315	GO:0048585	GO:BP	negative regulation of response to stimulus	12797	14942	IMP IGI IBA NAS,IGI,IDA IMP IGI,IGI,IGI,IDA IMP,IMP,IMP,HMP,IGI,IDA,IMP IGI,IDA,IDA IMP IGI,IMP HGI IEA,IGI,IDA,IEA,IMP,ISS,IEA,IMP,IGI,IMP,IGI	FBgn0000120,FBgn0000253,FBgn0000273,FBgn0001105,FBgn0001257,FBgn0001942,FBgn0003514,FBgn0004179,FBgn0004507,FBgn0004623,FBgn0004636,FBgn0011591,FBgn0013725,FBgn0015399,FBgn0016641,FBgn0019972,FBgn0020767,FBgn0024941,FBgn0034691,FBgn0035871,FBgn0036165,FBgn0039054,FBgn0040752,FBgn0085424,FBgn0263930	2.19126712328767
query_1	TRUE	4.3728329170091e-05	630	400	43	0.1075	0.0682539682539682	GO:0120036	GO:BP	plasma membrane bounded cell projection organization	12797	22821	IMP,IMP,IMP,IMP,IMP,IMP,IEA,IEA,IMP,IMP,IGI,IMP,IMP,IMP,IMP IGI TAS IEA,IMP,IBA,IBA,IMP,IMP,IMP,IMP IGI IBA,IMP,IMP IGI,IMP,IEA,IMP,IMP,IEA,IMP,ISM IBA,IMP IGI,IMP,IMP,IBA,IMP,IMP,IMP,IMP IBA,IMP,IMP,IMP,IMP	FBgn0000108,FBgn0000253,FBgn0000273,FBgn0000308,FBgn0001114,FBgn0001122,FBgn0001257,FBgn0003137,FBgn0003301,FBgn0003334,FBgn0003514,FBgn0003997,FBgn0004574,FBgn0004636,FBgn0010105,FBgn0010452,FBgn0011760,FBgn0013726,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027339,FBgn0027491,FBgn0030090,FBgn0033224,FBgn0034476,FBgn0035049,FBgn0037107,FBgn0037671,FBgn0038916,FBgn0039141,FBgn0040208,FBgn0040505,FBgn0040752,FBgn0043362,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0263930,FBgn0266599,FBgn0267002,FBgn0267435	2.18361507936508
query_1	TRUE	0.0130751398283992	294	400	20	0.05	0.0680272108843537	GO:0051130	GO:BP	positive regulation of cellular component organization	12797	15646	IMP,IMP,IMP,IGI,IMP,IMP,IMP,IMP IGI,IMP,IBA,IMP,IDA,IMP,IMP,IBA,IEA,IDA IMP IGI IEA,IBA,IMP,IGI	FBgn0000308,FBgn0003520,FBgn0004574,FBgn0004784,FBgn0010105,FBgn0010348,FBgn0014141,FBgn0015754,FBgn0023518,FBgn0025741,FBgn0028397,FBgn0028400,FBgn0034691,FBgn0037301,FBgn0037949,FBgn0038916,FBgn0039141,FBgn0039928,FBgn0265623,FBgn0266599	2.17636054421769
query_1	TRUE	0.0451549455353321	208	400	14	0.035	0.0673076923076923	GO:0034329	GO:BP	cell junction assembly	12797	9872	IMP,IMP,IMP,IGI,IMP TAS,IMP,IGI,IMP,IBA,IMP,IMP ISS IBA,IMP,IMP,IMP	FBgn0001122,FBgn0001125,FBgn0003520,FBgn0004636,FBgn0010105,FBgn0015777,FBgn0034135,FBgn0039141,FBgn0039928,FBgn0040208,FBgn0040752,FBgn0086677,FBgn0259108,FBgn0267002	2.15334134615385
query_1	TRUE	0.0175654376842411	283	400	19	0.0475	0.0671378091872792	GO:0001745	GO:BP	compound eye morphogenesis	12797	538	IMP,IMP,IMP,IMP IGI,IMP,IMP,IDA IMP,IMP IGI IEP,IMP,IMP,IMP,IMP IGI,IMP,IMP,IMP,IMP,IMP,IGI,IMP IGI	FBgn0000253,FBgn0002940,FBgn0003326,FBgn0004636,FBgn0010348,FBgn0011591,FBgn0013469,FBgn0013725,FBgn0015754,FBgn0019972,FBgn0023179,FBgn0023518,FBgn0034135,FBgn0040505,FBgn0086677,FBgn0261648,FBgn0261714,FBgn0265297,FBgn0267435	2.14790636042403
query_1	TRUE	1.08288345850972e-05	745	400	50	0.125	0.0671140939597315	GO:0055085	GO:BP	transmembrane transport	12797	16838	IDA IMP,IEA,IGI IC IEA,IBA IEA,IBA,IMP,IBA,IDA IBA IEA,IC,IEA,ISS IBA IEA,IC IEA,IDA IBA IEA,IMP IEA,IC IEA,IBA,ISS IEA,IDA IEA,ISA IEA,IEA,IEA,IBA IEA,IBA IEA,IEA,IDA IBA IEA,ISS IEA,ISS IEA,IMP IBA IEA,ISS IEA,IEA,IEA,IMP,ISS,IDA IBA IEA,ISS IEA,IBA IEA,IBA IEA,IBA IEA,IBA,IEA,IBA IEA,IEA,IEA,IBA IEA,IMP IEA,IC IEA,IC IEA,IC IEA,IDA,IBA IEA	FBgn0000253,FBgn0003218,FBgn0005671,FBgn0013674,FBgn0013684,FBgn0015222,FBgn0015245,FBgn0015777,FBgn0022097,FBgn0025684,FBgn0026409,FBgn0026439,FBgn0027610,FBgn0028425,FBgn0028662,FBgn0030718,FBgn0031064,FBgn0031307,FBgn0031424,FBgn0031649,FBgn0032021,FBgn0032689,FBgn0032946,FBgn0033872,FBgn0034911,FBgn0036316,FBgn0036319,FBgn0036461,FBgn0036984,FBgn0037386,FBgn0037387,FBgn0037533,FBgn0037671,FBgn0037690,FBgn0038641,FBgn0039081,FBgn0039637,FBgn0039915,FBgn0040752,FBgn0043005,FBgn0051105,FBgn0259164,FBgn0259834,FBgn0260795,FBgn0261722,FBgn0262512,FBgn0262515,FBgn0262736,FBgn0264753,FBgn0265262	2.14714765100671
query_1	TRUE	6.05011173761529e-05	641	400	43	0.1075	0.0670826833073323	GO:0030030	GO:BP	cell projection organization	12797	7699	IMP,IMP,IMP,IMP,IMP,IMP,IEA,IEA,IMP,IMP,IGI,IMP,IMP,IMP,IMP IGI TAS IEA,IMP,IBA,IBA,IMP,IMP,IMP,IMP IGI IBA,IMP,IMP IGI,IMP,IEA,IMP,IMP,IEA,IMP,ISM IBA,IMP IGI,IMP,IMP,IBA,IMP,IMP,IMP,IMP IBA,IMP,IMP,IMP,IMP	FBgn0000108,FBgn0000253,FBgn0000273,FBgn0000308,FBgn0001114,FBgn0001122,FBgn0001257,FBgn0003137,FBgn0003301,FBgn0003334,FBgn0003514,FBgn0003997,FBgn0004574,FBgn0004636,FBgn0010105,FBgn0010452,FBgn0011760,FBgn0013726,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027339,FBgn0027491,FBgn0030090,FBgn0033224,FBgn0034476,FBgn0035049,FBgn0037107,FBgn0037671,FBgn0038916,FBgn0039141,FBgn0040208,FBgn0040505,FBgn0040752,FBgn0043362,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0263930,FBgn0266599,FBgn0267002,FBgn0267435	2.14614274570983
query_1	TRUE	0.0125748468624197	314	400	21	0.0525	0.0668789808917197	GO:1901700	GO:BP	response to oxygen-containing compound	12797	24937	IMP,IMP IBA,IMP,IDA IGI,IMP,IMP,IEP,IMP,IBA,IDA,IDA IMP ISS IEA,IMP,IBA,IMP TAS NAS,IDA,IGI,IDA,IMP,IMP,IDA ISS TAS,IMP	FBgn0000253,FBgn0000261,FBgn0000273,FBgn0001257,FBgn0003301,FBgn0003326,FBgn0003997,FBgn0004507,FBgn0004636,FBgn0004784,FBgn0011582,FBgn0014141,FBgn0014859,FBgn0022382,FBgn0023518,FBgn0024734,FBgn0028425,FBgn0030718,FBgn0031453,FBgn0263116,FBgn0267252	2.13962579617834
query_1	TRUE	1.75235016477224e-06	914	400	60	0.15	0.0656455142231947	GO:0009605	GO:BP	response to external stimulus	12797	3990	IGI TAS NAS,IMP IGI TAS,IMP,IMP,IDA IMP,IMP,IMP IEA,IPI IMP,IMP TAS,IMP ISS IBA NAS IEA,IEA,IMP TAS,IMP,HMP,IDA IMP TAS,IMP IGI TAS NAS,IMP,IMP IGI TAS IEA,IMP,IDA IMP IGI NAS,IMP,IMP,IEP,IMP,HEP,IMP,IMP,IMP IGI IBA,IMP,IMP,IMP,IMP,IMP,IMP,IDA IMP,IMP,IMP,IDA,IDA IMP IC IEA,IMP,IMP,HEP,IEA,IMP,IMP IGI,IGI,IMP IGI,IDA,IMP,IMP HEP IEA,IMP IGI,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IPI	FBgn0000120,FBgn0000253,FBgn0000308,FBgn0000370,FBgn0001114,FBgn0001122,FBgn0001257,FBgn0001263,FBgn0002938,FBgn0002940,FBgn0003137,FBgn0003218,FBgn0003997,FBgn0004507,FBgn0004623,FBgn0004784,FBgn0004921,FBgn0010105,FBgn0010348,FBgn0010350,FBgn0010452,FBgn0011582,FBgn0011695,FBgn0014141,FBgn0015222,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027491,FBgn0028425,FBgn0029167,FBgn0029687,FBgn0030090,FBgn0030670,FBgn0032773,FBgn0032840,FBgn0032946,FBgn0033926,FBgn0034476,FBgn0035236,FBgn0035871,FBgn0036891,FBgn0037107,FBgn0037671,FBgn0038659,FBgn0039141,FBgn0039647,FBgn0039915,FBgn0040505,FBgn0040653,FBgn0041182,FBgn0085424,FBgn0086677,FBgn0086784,FBgn0087005,FBgn0263116,FBgn0263930,FBgn0265605,FBgn0266599,FBgn0267252	2.10016411378556
query_1	TRUE	0.0226858369216676	293	400	19	0.0475	0.0648464163822526	GO:0090596	GO:BP	sensory organ morphogenesis	12797	21565	IMP,IMP,IMP,IMP IGI,IMP,IMP,IDA IMP,IMP IGI IEP,IMP,IMP,IMP,IMP IGI,IMP,IMP,IMP,IMP,IMP,IGI,IMP IGI	FBgn0000253,FBgn0002940,FBgn0003326,FBgn0004636,FBgn0010348,FBgn0011591,FBgn0013469,FBgn0013725,FBgn0015754,FBgn0019972,FBgn0023179,FBgn0023518,FBgn0034135,FBgn0040505,FBgn0086677,FBgn0261648,FBgn0261714,FBgn0265297,FBgn0267435	2.07459897610922
query_1	TRUE	0.0226858369216676	293	400	19	0.0475	0.0648464163822526	GO:0048592	GO:BP	eye morphogenesis	12797	14947	IMP,IMP,IMP,IMP IGI,IMP,IMP,IDA IMP,IMP IGI IEP,IMP,IMP,IMP,IMP IGI,IMP,IMP,IMP,IMP,IMP,IGI,IMP IGI	FBgn0000253,FBgn0002940,FBgn0003326,FBgn0004636,FBgn0010348,FBgn0011591,FBgn0013469,FBgn0013725,FBgn0015754,FBgn0019972,FBgn0023179,FBgn0023518,FBgn0034135,FBgn0040505,FBgn0086677,FBgn0261648,FBgn0261714,FBgn0265297,FBgn0267435	2.07459897610922
query_1	TRUE	3.80470660087604e-07	1051	400	68	0.17	0.0647002854424358	GO:0007399	GO:BP	nervous system development	12797	3289	IMP IEA,IMP,IMP,IMP IGI,IMP IBA,IMP,IMP,IMP,IMP,IEA,IMP,IEA,IMP,IGI IEA,IMP HMP,IGI,IMP TAS,IMP,IMP,IMP,IMP IGI,IEA,IMP,IMP IGI TAS IEA,IMP IGI,IMP,IMP,IDA IMP IGI,IMP IGI IEP,IMP,IMP,IMP IBA IEA,IMP,IMP,IMP,IMP,IMP,IMP IGI IBA IEA,IMP,IMP,IMP IGI,IMP,IMP,IMP IGI,IMP,IMP,IMP,IEA,IMP,IMP IGI IEA,IMP,IBA,IMP,IMP IBA,IMP ISS IBA,IMP,IMP,IMP,IMP IBA NAS,IMP,IMP,IMP,IMP IGI,IMP,IGI,IMP,IMP,IMP IGI	FBgn0000108,FBgn0000253,FBgn0000273,FBgn0000308,FBgn0000611,FBgn0001105,FBgn0001114,FBgn0001122,FBgn0001125,FBgn0001257,FBgn0002940,FBgn0003137,FBgn0003301,FBgn0003326,FBgn0003334,FBgn0003514,FBgn0003520,FBgn0003997,FBgn0004509,FBgn0004574,FBgn0004636,FBgn0004907,FBgn0004921,FBgn0010105,FBgn0010348,FBgn0010452,FBgn0011760,FBgn0013469,FBgn0013725,FBgn0013765,FBgn0014141,FBgn0015754,FBgn0015777,FBgn0019972,FBgn0022382,FBgn0023179,FBgn0024326,FBgn0025741,FBgn0026084,FBgn0027339,FBgn0027491,FBgn0029687,FBgn0030090,FBgn0034135,FBgn0034476,FBgn0035049,FBgn0035236,FBgn0037107,FBgn0037671,FBgn0039141,FBgn0039528,FBgn0039928,FBgn0040208,FBgn0040505,FBgn0040752,FBgn0043362,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0261648,FBgn0261714,FBgn0261722,FBgn0262732,FBgn0263930,FBgn0265297,FBgn0266599,FBgn0267002,FBgn0267435	2.06992388201713
query_1	TRUE	0.0011019269930435	526	400	34	0.085	0.064638783269962	GO:0000902	GO:BP	cell morphogenesis	12797	306	IMP,IMP,IMP,IMP,IEA,IMP,IEA,IMP,IMP,IMP,IMP,IMP,IMP IGI TAS IEA,IMP,IMP,IMP,IMP,IMP,IMP IGI IBA,IMP,IMP IGI,IMP,IMP,IEA,IMP IGI,IMP,IMP,IBA,IMP,IMP,IMP IBA,IMP,IMP,IMP	FBgn0000108,FBgn0000253,FBgn0000308,FBgn0001114,FBgn0001257,FBgn0002940,FBgn0003137,FBgn0003301,FBgn0003334,FBgn0003514,FBgn0003997,FBgn0004636,FBgn0010105,FBgn0010452,FBgn0013765,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027339,FBgn0027491,FBgn0030090,FBgn0034476,FBgn0037107,FBgn0039141,FBgn0040505,FBgn0040653,FBgn0040752,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0263930,FBgn0266599,FBgn0267002	2.06795627376426
query_1	TRUE	7.41895541996425e-05	713	400	46	0.115	0.0645161290322581	GO:0009966	GO:BP	regulation of signal transduction	12797	4279	IMP IGI IBA TAS NAS,IGI TAS,IDA IMP IGI,IMP,IGI,IDA IGI,IMP,IDA IMP,IBA,IMP TAS,IMP TAS,IMP,IMP,IMP IGI TAS,IDA IMP IGI,IMP IGI TAS NAS,IMP IGI HGI,IGI,IMP IGI IBA,IDA,IDA IMP IGI,IDA,IMP HGI IEA,IMP,IGI,IDA IEA,IBA,IDA IBA,IPI IMP,ISS IEA,IC,IMP,IMP IGI,IMP,IMP,ISS,IMP IBA IEA,IBA,HGI IBA,IMP,IMP,IPI ISS IBA IEA,IMP,IMP IGI IBA,IDA IMP IBA,IMP IGI IBA IEA	FBgn0000120,FBgn0000253,FBgn0000273,FBgn0000370,FBgn0001105,FBgn0001257,FBgn0001263,FBgn0001942,FBgn0002622,FBgn0002938,FBgn0003218,FBgn0003301,FBgn0003514,FBgn0004623,FBgn0004636,FBgn0004784,FBgn0004907,FBgn0011481,FBgn0011591,FBgn0013725,FBgn0015399,FBgn0015754,FBgn0016641,FBgn0016930,FBgn0019972,FBgn0020767,FBgn0022382,FBgn0024326,FBgn0024921,FBgn0024941,FBgn0026376,FBgn0026439,FBgn0029175,FBgn0032840,FBgn0034691,FBgn0035871,FBgn0036165,FBgn0037671,FBgn0038504,FBgn0039054,FBgn0039688,FBgn0040281,FBgn0040505,FBgn0040752,FBgn0086677,FBgn0263930	2.06403225806452
query_1	TRUE	0.00141814380086305	533	400	34	0.085	0.0637898686679174	GO:0051239	GO:BP	regulation of multicellular organismal process	12797	15743	IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IGI,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IBA,IMP,IDA,IMP,IMP,IMP IGI,IBA,IMP,IBA,IMP,IMP,IMP,IMP,IMP,IMP	FBgn0000092,FBgn0000261,FBgn0000273,FBgn0000308,FBgn0001105,FBgn0001122,FBgn0003162,FBgn0003301,FBgn0003514,FBgn0003520,FBgn0003997,FBgn0004636,FBgn0004921,FBgn0011582,FBgn0011826,FBgn0013469,FBgn0013726,FBgn0014141,FBgn0015754,FBgn0025741,FBgn0026439,FBgn0032336,FBgn0032840,FBgn0036927,FBgn0039141,FBgn0039928,FBgn0040505,FBgn0040752,FBgn0043362,FBgn0085424,FBgn0261648,FBgn0261986,FBgn0263930,FBgn0267002	2.04079737335835
query_1	TRUE	8.93102553411427e-06	896	400	57	0.1425	0.0636160714285714	GO:0048583	GO:BP	regulation of response to stimulus	12797	14940	IMP IGI IBA TAS NAS,IGI TAS,IDA IMP IGI,IMP,IMP,IGI,IDA IGI,IMP,IDA IMP,IBA,IMP TAS,IMP TAS,IMP,IMP,IMP,IMP,HMP,IMP IGI TAS,IDA IMP IGI,IMP IGI TAS NAS,IMP IGI HGI,IMP,IGI,IMP,IMP IGI IBA,IDA,IDA IMP IGI,IDA,IMP HGI IEA,IMP,IGI,IDA IEA,IBA,IDA IBA,IPI IMP,ISS IEA,IGI,IC,IMP,IMP IGI,IMP,IMP IC,IMP,ISS,IMP IBA IEA,IBA,HGI IBA,IMP,IGI,IMP,IPI ISS IBA IEA,IMP,IMP,IMP IGI IBA,IMP,IDA IMP IBA,IMP IGI IBA IEA	FBgn0000120,FBgn0000253,FBgn0000273,FBgn0000308,FBgn0000370,FBgn0001105,FBgn0001257,FBgn0001263,FBgn0001942,FBgn0002622,FBgn0002938,FBgn0003218,FBgn0003301,FBgn0003514,FBgn0003997,FBgn0004179,FBgn0004507,FBgn0004623,FBgn0004636,FBgn0004784,FBgn0004907,FBgn0010348,FBgn0011481,FBgn0011582,FBgn0011591,FBgn0013725,FBgn0015399,FBgn0015754,FBgn0016641,FBgn0016930,FBgn0019972,FBgn0020767,FBgn0022382,FBgn0024326,FBgn0024921,FBgn0024941,FBgn0025741,FBgn0026376,FBgn0026439,FBgn0029175,FBgn0032840,FBgn0034476,FBgn0034691,FBgn0035871,FBgn0036165,FBgn0037671,FBgn0038504,FBgn0039054,FBgn0039141,FBgn0039688,FBgn0040281,FBgn0040505,FBgn0040653,FBgn0040752,FBgn0085424,FBgn0086677,FBgn0263930	2.03523716517857
query_1	TRUE	0.000369935293609953	672	400	42	0.105	0.0625	GO:0009887	GO:BP	animal organ morphogenesis	12797	4220	IMP,IMP,IMP,IMP,IMP,IMP,IBA TAS,IMP,IMP,IMP,IMP,IMP IGI,IMP IGI IEP,IMP,IMP IGI,IMP,IMP,IMP,IDA IMP,IMP,IDA IMP,IMP IGI IEP,IMP IBA,IMP,IMP,IMP,IMP IGI,IMP,IMP,IMP,IMP,IMP,IBA,IMP,IBA,IMP,IMP,IMP TAS,IMP,IMP,IGI,IMP IGI	FBgn0000061,FBgn0000253,FBgn0000261,FBgn0000273,FBgn0000299,FBgn0000308,FBgn0000611,FBgn0001105,FBgn0001122,FBgn0002940,FBgn0003326,FBgn0003514,FBgn0003997,FBgn0004101,FBgn0004636,FBgn0004921,FBgn0010348,FBgn0010452,FBgn0011591,FBgn0011760,FBgn0013469,FBgn0013725,FBgn0015754,FBgn0015777,FBgn0019972,FBgn0023179,FBgn0023518,FBgn0034135,FBgn0035049,FBgn0035871,FBgn0037671,FBgn0039411,FBgn0039528,FBgn0040505,FBgn0040752,FBgn0053196,FBgn0086677,FBgn0261648,FBgn0261714,FBgn0263930,FBgn0265297,FBgn0267435	1.99953125
query_1	TRUE	0.000913322441828608	610	400	38	0.095	0.0622950819672131	GO:0040011	GO:BP	locomotion	12797	11494	IMP,IMP,IMP,IMP,IMP,IEA,IMP,IEA,IMP,IMP IGI,IMP,IMP,IMP,IMP IGI TAS IEA,IDA,IMP TAS,IMP,IMP,IMP,IMP,IMP IGI IBA,IMP,IMP,IEA,IMP,IMP,IEA,IMP,IMP,IMP,IMP,IMP,IMP,IMP TAS,IMP IGI IBA,ISS IBA,IMP,IMP	FBgn0000150,FBgn0000253,FBgn0000308,FBgn0001105,FBgn0001114,FBgn0001257,FBgn0002940,FBgn0003137,FBgn0003162,FBgn0003514,FBgn0004636,FBgn0004784,FBgn0004921,FBgn0010105,FBgn0010350,FBgn0010452,FBgn0011582,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027491,FBgn0030090,FBgn0033224,FBgn0034135,FBgn0034476,FBgn0037107,FBgn0037671,FBgn0038839,FBgn0039141,FBgn0039411,FBgn0040208,FBgn0040505,FBgn0086677,FBgn0263930,FBgn0266000,FBgn0266599,FBgn0267002	1.99297540983607
